Sales_no,Sales_date,Product_id,Category_name,CategoryDesign_name,Type_name,Ruling_name,Qty_Sold,Total_Sales_Value,Zone_name
12754,5/10/2017,200,Other Books,176x250 Design,B5 WIRO,Single Line,19,4968,North
12755,5/10/2017,187,Drawing Book,170x245 Design,Drawing Book,small,24,8862,West
12756,5/10/2017,77,A5 Notebooks,240x180 Design,Soft,Double line,7,2874,West
12757,5/10/2017,203,Other Books,216x140 Design,A5 WIRO,Single Line,2,9821,West
12758,5/11/2017,76,A5 Notebooks,240x180 Design,Soft,Double line,16,6768,East
12759,5/11/2017,137,A4 Notebooks,297x210 Design,Soft,Unruled,17,10781,North
12760,5/11/2017,53,Long (Soft),272x167 Design,Long (Soft),Single Line,12,11741,South
12761,5/11/2017,116,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,17,8688,Central
12762,5/11/2017,163,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Single Line,23,5635,North
12763,5/11/2017,82,A5 Notebooks,240x180 Design,Soft,Four lines,29,9648,Central
12764,5/11/2017,173,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,22,6595,East
12765,5/11/2017,128,A5 Notebooks,240x180 Design,Soft (Brown),interleaf(UR+4 lines),17,7554,East
12766,5/12/2017,107,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,27,4501,East
12767,5/12/2017,54,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),30,8514,East
12768,5/12/2017,33,Small  Medium Notebooks,210x170 Design,Medium(Soft),Unruled,23,2408,East
12769,5/12/2017,126,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,25,6421,West
12770,5/12/2017,104,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,28,10315,Central
12771,5/12/2017,22,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),15,4328,West
12772,5/12/2017,26,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,17,11275,East
12773,5/12/2017,90,A5 Notebooks,240x180 Design,Soft,Medium Square,27,5287,West
12774,5/12/2017,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,3,2234,Central
12775,5/13/2017,206,Project Paper,280x220 Design,Project Paper,Unruled,26,9181,North
12776,5/13/2017,201,Other Books,176x250 Design,B5 WIRO,Single Line,30,3194,South
12777,5/13/2017,157,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,3,10141,West
12778,5/13/2017,46,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Medium Square,29,11101,Central
12779,5/13/2017,149,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),27,8048,North
12780,5/13/2017,166,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,15,2061,Central
12781,5/13/2017,151,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,7,9008,South
12782,5/13/2017,113,A5 Notebooks,240x180 Design,Soft (Brown),Double line,1,5955,West
12783,5/13/2017,169,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,12,9967,Central
12784,5/13/2017,119,A5 Notebooks,240x180 Design,Soft (Brown),Five line,10,6914,Central
12785,5/13/2017,142,A4 Notebooks,297x210 Design,Soft,Single Line,28,7874,South
12786,5/13/2017,42,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),1,4821,East
12787,5/13/2017,179,Practical Books,215x265 Design,Hard,Biology,24,8834,Central
12788,5/13/2017,132,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),10,5781,Central
12789,5/14/2017,144,A4 Notebooks,297x210 Design,Soft,Single Line,28,2728,North
12790,5/14/2017,106,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,11,6741,South
12791,5/14/2017,157,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,15,3688,South
12792,5/14/2017,96,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),22,4647,Central
12793,5/14/2017,142,A4 Notebooks,297x210 Design,Soft,Single Line,21,11594,East
12794,5/14/2017,59,A5 Notebooks,240x180 Design,Soft,Unruled,1,5607,East
12795,5/14/2017,25,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,13,2554,East
12796,5/14/2017,96,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),1,9501,Central
12797,5/14/2017,43,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),4,3514,Central
12798,5/14/2017,71,A5 Notebooks,240x180 Design,Soft,Single Line,1,10461,South
12799,5/14/2017,200,Other Books,176x250 Design,B5 WIRO,Single Line,3,11421,West
12800,5/15/2017,72,A5 Notebooks,240x180 Design,Soft,Single Line,17,8368,West
12801,5/15/2017,114,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,21,2381,Central
12802,5/15/2017,2,Small Notebooks,190x155 Design,Hard,Single Line,17,9328,Central
12803,5/15/2017,13,Small Notebooks,190x155 Design,Soft,Single Line,9,6274,West
12804,5/15/2017,138,A4 Notebooks,297x210 Design,Soft,Unruled,22,10287,West
12805,5/15/2017,168,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,21,7234,East
12806,5/15/2017,85,A5 Notebooks,240x180 Design,Soft,Four lines,19,8194,South
12807,5/15/2017,55,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),13,5141,Central
12808,5/15/2017,172,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,4,9154,West
12809,5/15/2017,82,A5 Notebooks,240x180 Design,Soft,Four lines,15,6101,Central
12810,5/15/2017,52,Long (Soft),272x167 Design,Long (Soft),Single Line,22,3048,East
12811,5/15/2017,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,7,4008,South
12812,5/15/2017,41,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,3,10955,Central
12813,5/15/2017,22,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),28,4967,South
12814,5/16/2017,183,Practical Books,215x265 Design,Hard,Combined,24,11914,North
12815,5/16/2017,120,A5 Notebooks,240x180 Design,Soft (Brown),Five line,16,5927,West
12816,5/16/2017,174,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,6,2874,South
12817,5/16/2017,133,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),5,9821,West
12818,5/16/2017,203,Other Books,216x140 Design,A5 WIRO,Single Line,20,10781,West
12819,5/16/2017,206,Project Paper,280x220 Design,Project Paper,Unruled,24,7728,North
12820,5/16/2017,31,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,12,11741,East
12821,5/16/2017,207,Project Paper,280x220 Design,Project Paper,Unruled,17,8688,Central
12822,5/17/2017,143,A4 Notebooks,297x210 Design,Soft,Single Line,15,2700,North
12823,5/17/2017,29,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,24,9647,East
12824,5/17/2017,98,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),7,10607,North
12825,5/17/2017,206,Project Paper,280x220 Design,Project Paper,Unruled,29,7554,South
12826,5/17/2017,109,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,2,4501,Central
12827,5/17/2017,98,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),8,8514,East
12828,5/17/2017,54,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),19,5461,East
12829,5/17/2017,5,Small Notebooks,190x155 Design,Hard,Double line,26,9474,West
12830,5/18/2017,73,A5 Notebooks,240x180 Design,Soft,Single Line,21,6421,Central
12831,5/18/2017,55,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),1,7380,West
12832,5/18/2017,135,A4 Notebooks,297x210 Design,Hard,Single Line,17,4327,Central
12833,5/18/2017,67,A5 Notebooks,240x180 Design,Soft,Single Line,21,11274,East
12834,5/18/2017,207,Project Paper,280x220 Design,Project Paper,Unruled,10,5287,North
12835,5/18/2017,5,Small Notebooks,190x155 Design,Hard,Double line,11,2234,East
12836,5/18/2017,23,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),17,6247,East
12837,5/18/2017,137,A4 Notebooks,297x210 Design,Soft,Unruled,7,3194,Central
12838,5/18/2017,83,A5 Notebooks,240x180 Design,Soft,Four lines,7,4154,Central
12839,5/18/2017,113,A5 Notebooks,240x180 Design,Soft (Brown),Double line,22,11101,East
12840,5/18/2017,203,Other Books,216x140 Design,A5 WIRO,Single Line,23,2060,East
12841,5/18/2017,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,11,9007,North
12842,5/18/2017,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,4,3020,South
12843,5/18/2017,39,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,13,9967,North
12844,5/18/2017,162,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Unruled,17,6914,North
12845,5/19/2017,18,Small Notebooks,190x155 Design,Soft,Medium Square,29,7874,Central
12846,5/19/2017,48,Long (Soft),272x167 Design,Long (Soft),Unruled,1,4821,West
12847,5/19/2017,1,Small Notebooks,190x155 Design,Hard,Unruled,19,8834,West
12848,5/19/2017,31,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,9,5781,North
12849,5/20/2017,80,A5 Notebooks,240x180 Design,Soft,Three line,29,9793,East
12850,5/20/2017,168,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,22,6740,Central
12851,5/20/2017,48,Long (Soft),272x167 Design,Long (Soft),Unruled,23,3687,East
12852,5/20/2017,81,A5 Notebooks,240x180 Design,Soft,Four lines,5,4647,Central
12853,5/20/2017,5,Small Notebooks,190x155 Design,Hard,Double line,16,11594,Central
12854,5/20/2017,91,A5 Notebooks,240x180 Design,Soft,Medium Square,8,5607,South
12855,5/20/2017,75,A5 Notebooks,240x180 Design,Soft,Double line,21,2554,East
12856,5/20/2017,119,A5 Notebooks,240x180 Design,Soft (Brown),Five line,14,6567,East
12857,5/20/2017,101,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,8,3514,Central
12858,5/21/2017,49,Long (Soft),272x167 Design,Long (Soft),Unruled,23,10461,West
12859,5/21/2017,189,Drawing Book,210x297 Design,Drawing Book,A4,21,11420,North
12860,5/21/2017,4,Small Notebooks,190x155 Design,Hard,Double line,16,8367,East
12861,5/21/2017,3,Small Notebooks,190x155 Design,Hard,Single Line,25,2380,North
12862,5/21/2017,173,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,25,9327,South
12863,5/21/2017,28,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,14,3340,North
12864,5/21/2017,157,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,21,10287,West
12865,5/21/2017,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,26,7234,East
12866,5/21/2017,105,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,29,11247,West
12867,5/21/2017,55,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),5,5141,West
12868,5/21/2017,187,Drawing Book,170x245 Design,Drawing Book,small,3,9153,South
12869,5/21/2017,123,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,3,6100,Central
12870,5/21/2017,83,A5 Notebooks,240x180 Design,Soft,Four lines,6,10113,South
12871,5/21/2017,134,A4 Notebooks,297x210 Design,Hard,Single Line,28,7060,North
12872,5/21/2017,31,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,15,4007,West
12873,5/22/2017,156,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,23,8020,Central
12874,5/22/2017,176,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,3,11914,South
12875,5/22/2017,188,Drawing Book,210x297 Design,Drawing Book,A4,13,5927,Central
12876,5/22/2017,168,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,28,2874,Central
12877,5/22/2017,56,Long (Brown),272x167 Brown,Long (Brown),Single Line,20,6887,West
12878,5/22/2017,169,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,15,3833,East
12879,5/22/2017,151,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,16,10780,West
12880,5/22/2017,99,A5 Notebooks,240x180 Design,Soft,interleaf(UR+4 lines),12,4793,South
12881,5/22/2017,126,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,21,11740,Central
12882,5/22/2017,69,A5 Notebooks,240x180 Design,Soft,Single Line,27,8687,Central
12883,5/22/2017,110,A5 Notebooks,240x180 Design,Soft (Brown),Double line,19,2700,West
12884,5/22/2017,67,A5 Notebooks,240x180 Design,Soft,Single Line,23,9647,South
12885,5/23/2017,39,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,19,3660,Central
12886,5/23/2017,122,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,12,10607,Central
12887,5/23/2017,31,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,6,7554,West
12888,5/23/2017,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),19,11567,Central
12889,5/23/2017,72,A5 Notebooks,240x180 Design,Soft,Single Line,28,8514,East
12890,5/23/2017,120,A5 Notebooks,240x180 Design,Soft (Brown),Five line,23,9473,West
12891,5/23/2017,198,Premio Spiral book,190x160 Design,soft,Graph Book (1 mm sq.),21,6420,East
12892,5/23/2017,185,Practical Books,215x265 Design,Hard,Combined (Brown),6,10433,South
12893,5/23/2017,77,A5 Notebooks,240x180 Design,Soft,Double line,15,7380,West
12894,5/23/2017,81,A5 Notebooks,240x180 Design,Soft,Four lines,11,4327,West
12895,5/24/2017,1,Small Notebooks,190x155 Design,Hard,Unruled,14,8340,West
12896,5/24/2017,33,Small  Medium Notebooks,210x170 Design,Medium(Soft),Unruled,4,5287,South
12897,5/24/2017,10,Small Notebooks,190x155 Design,Soft,Unruled,17,6247,North
12898,5/24/2017,22,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),28,3194,North
12899,5/25/2017,121,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,20,7206,Central
12900,5/25/2017,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,24,4153,Central
12901,5/25/2017,18,Small Notebooks,190x155 Design,Soft,Medium Square,7,11100,South
12902,5/25/2017,3,Small Notebooks,190x155 Design,Hard,Single Line,17,5113,North
12903,5/25/2017,198,Premio Spiral book,190x160 Design,soft,Graph Book (1 mm sq.),13,9007,Central
12904,5/26/2017,87,A5 Notebooks,240x180 Design,Soft,Four lines,10,3020,West
12905,5/26/2017,189,Drawing Book,210x297 Design,Drawing Book,A4,15,9967,West
12906,5/26/2017,108,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,20,3980,East
12907,5/26/2017,124,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,25,10927,East
12908,5/27/2017,168,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,25,7874,Central
12909,5/27/2017,122,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,10,11886,Central
12910,5/27/2017,162,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Unruled,17,5780,North
12911,5/27/2017,98,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),10,9793,Central
12912,5/28/2017,46,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Medium Square,3,10753,South
12913,5/28/2017,41,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,25,7700,East
12914,5/28/2017,1,Small Notebooks,190x155 Design,Hard,Unruled,25,4647,Central
12915,5/28/2017,200,Other Books,176x250 Design,B5 WIRO,Single Line,8,8660,East
12916,5/28/2017,49,Long (Soft),272x167 Design,Long (Soft),Unruled,11,2554,South
12917,5/28/2017,207,Project Paper,280x220 Design,Project Paper,Unruled,25,6566,Central
12918,5/28/2017,4,Small Notebooks,190x155 Design,Hard,Double line,30,3513,South
12919,5/28/2017,174,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,27,7526,East
12920,5/28/2017,44,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Single Line,9,4473,North
12921,5/28/2017,75,A5 Notebooks,240x180 Design,Soft,Double line,11,11420,North
12922,5/28/2017,201,Other Books,176x250 Design,B5 WIRO,Single Line,20,5433,Central
12923,5/28/2017,211,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),16,9327,South
12924,5/28/2017,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,26,3340,South
12925,5/29/2017,138,A4 Notebooks,297x210 Design,Soft,Unruled,25,10287,Central
12926,5/29/2017,12,Small Notebooks,190x155 Design,Soft,Single Line,18,4299,East
12927,5/29/2017,103,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,20,11246,East
12928,5/29/2017,84,A5 Notebooks,240x180 Design,Soft,Four lines,15,8193,East
12929,5/29/2017,50,Long (Soft),272x167 Design,Long (Soft),Single Line,6,2206,North
12930,5/29/2017,4,Small Notebooks,190x155 Design,Hard,Double line,16,9153,Central
12931,5/30/2017,81,A5 Notebooks,240x180 Design,Soft,Four lines,1,10113,Central
12932,5/30/2017,142,A4 Notebooks,297x210 Design,Soft,Single Line,30,7060,West
12933,5/30/2017,128,A5 Notebooks,240x180 Design,Soft (Brown),interleaf(UR+4 lines),17,11073,Central
12934,5/30/2017,189,Drawing Book,210x297 Design,Drawing Book,A4,27,8020,Central
12935,5/30/2017,80,A5 Notebooks,240x180 Design,Soft,Three line,8,4967,North
12936,5/30/2017,43,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),18,8979,Central
12937,5/30/2017,166,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,3,5926,Central
12938,5/31/2017,72,A5 Notebooks,240x180 Design,Soft,Single Line,20,6886,Central
12939,5/31/2017,131,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),6,3833,West
12940,5/31/2017,187,Drawing Book,170x245 Design,Drawing Book,small,19,7846,East
12941,5/31/2017,132,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),5,4793,South
12942,5/31/2017,123,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,16,11740,North
12943,5/31/2017,163,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Single Line,17,5753,Central
12944,5/31/2017,160,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,18,2700,South
12945,5/31/2017,72,A5 Notebooks,240x180 Design,Soft,Single Line,7,3659,West
12946,5/31/2017,136,A4 Notebooks,297x210 Design,Soft,Unruled,14,10606,South
12947,5/31/2017,85,A5 Notebooks,240x180 Design,Soft,Four lines,26,4619,North
12948,5/31/2017,78,A5 Notebooks,240x180 Design,Soft,Double line,20,11566,West
12949,5/31/2017,116,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,14,8513,North
12950,5/31/2017,208,Project Paper,280x220 Design,Project Paper,Single Line,30,2526,East
12951,5/31/2017,74,A5 Notebooks,240x180 Design,Soft,Single Line,9,9473,South
12952,5/31/2017,112,A5 Notebooks,240x180 Design,Soft (Brown),Double line,26,10433,West
12953,6/1/2017,133,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),13,7380,West
12954,6/2/2017,9,Small Notebooks,190x155 Design,Hard,Interleaf(SL+Unruled),2,11393,East
12955,6/2/2017,86,A5 Notebooks,240x180 Design,Soft,Four lines,10,8339,East
12956,6/2/2017,192,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),18,5286,West
12957,6/2/2017,84,A5 Notebooks,240x180 Design,Soft,Four lines,22,9299,Central
12958,6/2/2017,53,Long (Soft),272x167 Design,Long (Soft),Single Line,6,6246,East
12959,6/2/2017,47,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Interleaf(SL+Unruled),28,7206,North
12960,6/3/2017,174,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,21,4153,West
12961,6/3/2017,68,A5 Notebooks,240x180 Design,Soft,Single Line,20,8166,West
12962,6/3/2017,122,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,25,5113,South
12963,6/3/2017,165,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,8,2060,North
12964,6/3/2017,43,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),22,6073,West
12965,6/3/2017,186,Practical Books,215x265 Design,Hard,Computer,21,3020,North
12966,6/3/2017,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),19,3979,South
12967,6/3/2017,185,Practical Books,215x265 Design,Hard,Combined (Brown),6,10926,West
12968,6/3/2017,72,A5 Notebooks,240x180 Design,Soft,Single Line,1,4939,East
12969,6/3/2017,172,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,21,11886,East
12970,6/3/2017,176,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,16,8833,South
12971,6/4/2017,148,A4 Notebooks,297x210 Design,Soft,Four lines,4,2846,West
12972,6/4/2017,176,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,7,9793,South
12973,6/4/2017,30,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,1,10753,North
12974,6/4/2017,1,Small Notebooks,190x155 Design,Hard,Unruled,11,7700,South
12975,6/4/2017,107,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,21,11712,South
12976,6/4/2017,191,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),18,8659,West
