Order_no,Order_Date,Product_id,Category_name,CategoryDesign_name,Type_name,Ruling_name,Qty_Ordered,Total_order_Value,Zone_name
2988,8/28/2017,201,Other Books,176x250 Design,B5 WIRO,Single Line,57,30252,Central
2989,8/28/2017,139,A4 Notebooks,297x210 Design,Soft,Unruled,14,22924,Central
2990,8/28/2017,127,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,31,15597,North
2991,8/28/2017,77,A5 Notebooks,240x180 Design,Soft,Double line,38,25228,North
2992,8/28/2017,104,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,42,17901,East
2993,8/29/2017,119,A5 Notebooks,240x180 Design,Soft (Brown),Five line,50,10573,North
2994,8/29/2017,65,A5 Notebooks,240x180 Design,Soft,Unruled,10,20204,West
2995,8/29/2017,204,Spiral Book,240x180 Design,Spiral Book,Single Line,34,12877,West
2996,8/29/2017,59,A5 Notebooks,240x180 Design,Soft,Unruled,9,22507,South
2997,8/29/2017,62,A5 Notebooks,240x180 Design,Soft,Unruled,41,31853,East
2998,8/30/2017,126,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,30,17484,Central
2999,8/30/2017,47,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Interleaf(SL+Unruled),37,10156,West
3000,8/30/2017,107,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,38,26829,East
3001,8/30/2017,121,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,22,12460,South
3002,8/30/2017,199,Premio Spiral book,220x280 Design,soft,Scrap Book,11,29133,West
3003,8/30/2017,75,A5 Notebooks,240x180 Design,Soft,Double line,14,14763,West
3004,8/30/2017,106,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,40,31436,South
3005,8/30/2017,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,23,33740,East
3006,8/30/2017,86,A5 Notebooks,240x180 Design,Soft,Four lines,21,26412,Central
3007,8/30/2017,43,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),48,19085,North
3008,8/30/2017,14,Small Notebooks,190x155 Design,Soft,Double line,56,28716,Central
3009,8/30/2017,77,A5 Notebooks,240x180 Design,Soft,Double line,2,21388,North
3010,8/30/2017,46,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Medium Square,45,31019,Central
3011,8/30/2017,80,A5 Notebooks,240x180 Design,Soft,Three line,42,23692,Central
3012,8/31/2017,29,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,29,16365,South
3013,8/31/2017,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,2,18668,East
3014,8/31/2017,54,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),30,11341,East
3015,8/31/2017,129,A5 Notebooks,240x180 Design,Soft (Brown),Broad line,11,20972,Central
3016,8/31/2017,198,Premio Spiral book,190x160 Design,soft,Graph Book (1 mm sq.),51,13644,Central
3017,8/31/2017,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),57,23275,Central
3018,8/31/2017,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,11,15948,East
3019,8/31/2017,47,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Interleaf(SL+Unruled),20,32621,East
3020,8/31/2017,86,A5 Notebooks,240x180 Design,Soft,Four lines,58,18251,South
3021,8/31/2017,20,Small Notebooks,190x155 Design,Soft,Maths Ruled,18,27597,Central
3022,8/31/2017,40,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,2,13227,East
3023,8/31/2017,208,Project Paper,280x220 Design,Project Paper,Single Line,27,29900,West
3024,8/31/2017,185,Practical Books,215x265 Design,Hard,Combined (Brown),1,15531,North
3025,8/31/2017,162,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Unruled,29,32204,West
3026,8/31/2017,180,Practical Books,215x265 Design,Hard,Biology,42,24876,Central
3027,9/1/2017,172,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,18,10507,Central
3028,9/1/2017,63,A5 Notebooks,240x180 Design,Soft,Unruled,15,19853,South
3029,9/1/2017,157,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,1,22156,North
3030,9/1/2017,211,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),6,31787,South
3031,9/1/2017,197,Premio Spiral book,220x280 Design,soft,Graph Book (Big),6,24459,Central
3032,9/2/2017,32,Small  Medium Notebooks,210x170 Design,Medium(Soft),Unruled,16,17132,North
3033,9/2/2017,82,A5 Notebooks,240x180 Design,Soft,Four lines,48,26763,South
3034,9/2/2017,88,A5 Notebooks,240x180 Design,Soft,Medium Square,56,19436,South
3035,9/2/2017,208,Project Paper,280x220 Design,Project Paper,Single Line,60,12108,West
3036,9/2/2017,171,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,56,14412,North
3037,9/2/2017,18,Small Notebooks,190x155 Design,Soft,Medium Square,48,24043,North
3038,9/3/2017,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,31,16715,Central
3039,9/3/2017,123,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,41,33388,South
3040,9/3/2017,13,Small Notebooks,190x155 Design,Soft,Single Line,13,19019,West
3041,9/3/2017,107,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,6,11692,South
3042,9/3/2017,89,A5 Notebooks,240x180 Design,Soft,Medium Square,36,28364,East
3043,9/4/2017,124,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,1,13995,West
3044,9/4/2017,39,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,26,16298,South
3045,9/4/2017,171,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,59,32971,North
3046,9/4/2017,67,A5 Notebooks,240x180 Design,Soft,Single Line,45,25644,West
3047,9/4/2017,146,A4 Notebooks,297x210 Design,Soft,Single Line,39,11275,West
3048,9/4/2017,197,Premio Spiral book,220x280 Design,soft,Graph Book (Big),11,27947,East
3049,9/4/2017,163,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Single Line,25,20620,South
3050,9/4/2017,129,A5 Notebooks,240x180 Design,Soft (Brown),Broad line,4,30251,South
3051,9/4/2017,12,Small Notebooks,190x155 Design,Soft,Single Line,47,22924,East
3052,9/4/2017,58,A5 Notebooks,240x180 Design,Hard,Single Line,27,32554,East
3053,9/4/2017,173,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,30,17900,West
3054,9/4/2017,80,A5 Notebooks,240x180 Design,Soft,Three line,13,27530,South
3055,9/4/2017,188,Drawing Book,210x297 Design,Drawing Book,A4,13,20203,Central
3056,9/4/2017,89,A5 Notebooks,240x180 Design,Soft,Medium Square,48,12876,South
3057,9/5/2017,8,Small Notebooks,190x155 Design,Hard,Maths Ruled,30,22507,North
3058,9/5/2017,63,A5 Notebooks,240x180 Design,Soft,Unruled,57,15179,East
3059,9/5/2017,167,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,35,24810,South
3060,9/5/2017,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,47,17483,South
3061,9/5/2017,184,Practical Books,215x265 Design,Hard,Combined,24,19786,North
3062,9/6/2017,27,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,53,12459,North
3063,9/6/2017,96,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),57,29132,North
3064,9/6/2017,33,Small  Medium Notebooks,210x170 Design,Medium(Soft),Unruled,54,14763,West
3065,9/6/2017,156,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,47,31435,Central
3066,9/6/2017,82,A5 Notebooks,240x180 Design,Soft,Four lines,6,17066,North
3067,9/6/2017,164,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Single Line,7,33739,Central
3068,9/6/2017,18,Small Notebooks,190x155 Design,Soft,Medium Square,60,26411,East
3069,9/6/2017,144,A4 Notebooks,297x210 Design,Soft,Single Line,24,28715,West
3070,9/6/2017,39,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,54,21388,Central
3071,9/6/2017,94,A5 Notebooks,240x180 Design,Soft,Maths Ruled,29,31018,East
3072,9/6/2017,108,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,45,23691,South
3073,9/6/2017,26,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,37,33322,Central
3074,9/7/2017,8,Small Notebooks,190x155 Design,Hard,Maths Ruled,39,25995,South
3075,9/7/2017,36,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,23,18667,East
3076,9/7/2017,91,A5 Notebooks,240x180 Design,Soft,Medium Square,54,20971,North
3077,9/7/2017,206,Project Paper,280x220 Design,Project Paper,Unruled,18,13644,East
3078,9/7/2017,69,A5 Notebooks,240x180 Design,Soft,Single Line,15,23274,East
3079,9/8/2017,198,Premio Spiral book,190x160 Design,soft,Graph Book (1 mm sq.),20,15947,West
3080,9/8/2017,39,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,5,25578,Central
3081,9/8/2017,33,Small  Medium Notebooks,210x170 Design,Medium(Soft),Unruled,39,18250,Central
3082,9/9/2017,74,A5 Notebooks,240x180 Design,Soft,Single Line,49,10923,West
3083,9/9/2017,167,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,44,20554,South
3084,9/9/2017,104,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,7,29899,Central
3085,9/9/2017,34,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,12,15530,East
3086,9/9/2017,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,59,32203,West
3087,9/9/2017,109,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,2,17834,North
3088,9/9/2017,35,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,23,10506,Central
3089,9/9/2017,104,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,4,27179,Central
3090,9/9/2017,2,Small Notebooks,190x155 Design,Hard,Single Line,18,12810,North
3091,9/10/2017,90,A5 Notebooks,240x180 Design,Soft,Medium Square,25,29482,North
3092,9/10/2017,86,A5 Notebooks,240x180 Design,Soft,Four lines,45,31786,South
3093,9/10/2017,138,A4 Notebooks,297x210 Design,Soft,Unruled,22,24459,South
3094,9/10/2017,194,Drawing Book,275x347 Design,Drawing Book,BIG,17,10089,Central
3095,9/10/2017,99,A5 Notebooks,240x180 Design,Soft,interleaf(UR+4 lines),3,26762,South
3096,9/10/2017,203,Other Books,216x140 Design,A5 WIRO,Single Line,53,19435,South
3097,9/10/2017,75,A5 Notebooks,240x180 Design,Soft,Double line,1,29066,North
3098,9/11/2017,176,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,19,14411,East
3099,9/11/2017,59,A5 Notebooks,240x180 Design,Soft,Unruled,59,24042,East
3100,9/11/2017,3,Small Notebooks,190x155 Design,Hard,Single Line,4,16715,West
3101,9/11/2017,57,Long (Brown),272x167 Brown,Long (Brown),Single Line,54,19018,South
3102,9/11/2017,97,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),22,11691,North
3103,9/11/2017,208,Project Paper,280x220 Design,Project Paper,Single Line,46,21321,North
3104,9/11/2017,76,A5 Notebooks,240x180 Design,Soft,Double line,13,13994,East
3105,9/11/2017,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,41,16298,East
3106,9/11/2017,8,Small Notebooks,190x155 Design,Hard,Maths Ruled,48,32970,North
3107,9/11/2017,1,Small Notebooks,190x155 Design,Hard,Unruled,35,18601,South
3108,9/11/2017,162,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Unruled,29,11274,South
3109,9/11/2017,165,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,25,27947,West
3110,9/11/2017,121,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,1,13577,South
3111,9/11/2017,3,Small Notebooks,190x155 Design,Hard,Single Line,36,30250,East
3112,9/12/2017,174,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,11,32553,South
3113,9/12/2017,116,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,13,25226,East
3114,9/12/2017,160,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,28,10857,West
3115,9/12/2017,93,A5 Notebooks,240x180 Design,Soft,Medium Square,13,27530,South
3116,9/13/2017,184,Practical Books,215x265 Design,Hard,Combined,39,20202,West
3117,9/13/2017,1,Small Notebooks,190x155 Design,Hard,Unruled,2,22506,North
3118,9/13/2017,17,Small Notebooks,190x155 Design,Soft,Four lines,16,15179,East
3119,9/13/2017,127,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,43,24809,West
3120,9/13/2017,161,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Broad line,8,17482,East
3121,9/13/2017,143,A4 Notebooks,297x210 Design,Soft,Single Line,48,27113,North
3122,9/13/2017,21,Small Notebooks,190x155 Design,Soft,Maths Ruled,33,12458,North
3123,9/13/2017,149,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),16,22089,Central
3124,9/13/2017,142,A4 Notebooks,297x210 Design,Soft,Single Line,10,14762,South
3125,9/14/2017,136,A4 Notebooks,297x210 Design,Soft,Unruled,26,31434,West
3126,9/14/2017,60,A5 Notebooks,240x180 Design,Soft,Unruled,32,17065,East
3127,9/14/2017,151,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,43,33738,South
3128,9/14/2017,16,Small Notebooks,190x155 Design,Soft,Four lines,14,12041,South
3129,9/14/2017,176,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,33,28714,Central
3130,9/14/2017,187,Drawing Book,170x245 Design,Drawing Book,small,28,14345,North
3131,9/14/2017,166,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,35,31018,West
3132,9/14/2017,159,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,9,23690,Central
3133,9/14/2017,26,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,40,33321,East
3134,9/14/2017,131,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),18,25994,North
3135,9/14/2017,103,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,26,11625,South
3136,9/14/2017,7,Small Notebooks,190x155 Design,Hard,Four lines,31,20970,North
3137,9/14/2017,84,A5 Notebooks,240x180 Design,Soft,Four lines,32,30601,West
3138,9/14/2017,29,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,18,23273,East
3139,9/14/2017,80,A5 Notebooks,240x180 Design,Soft,Three line,33,15946,Central
3140,9/15/2017,131,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),57,25577,West
3141,9/15/2017,192,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),29,18250,East
3142,9/15/2017,29,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,49,27880,North
3143,9/15/2017,35,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,9,20553,Central
3144,9/15/2017,19,Small Notebooks,190x155 Design,Soft,Medium Square,52,22857,West
3145,9/15/2017,62,A5 Notebooks,240x180 Design,Soft,Unruled,45,15529,North
3146,9/16/2017,64,A5 Notebooks,240x180 Design,Soft,Unruled,44,32202,East
3147,9/16/2017,190,Drawing Book,210x297 Design,Drawing Book,A4,7,17833,East
3148,9/16/2017,70,A5 Notebooks,240x180 Design,Soft,Single Line,56,10506,South
3149,9/16/2017,142,A4 Notebooks,297x210 Design,Soft,Single Line,8,20136,South
3150,9/16/2017,191,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),33,12809,South
3151,9/16/2017,203,Other Books,216x140 Design,A5 WIRO,Single Line,8,15112,West
3152,9/16/2017,51,Long (Soft),272x167 Design,Long (Soft),Single Line,7,31785,North
3153,9/16/2017,80,A5 Notebooks,240x180 Design,Soft,Three line,8,24458,North
3154,9/16/2017,107,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,32,10089,North
3155,9/16/2017,192,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),35,26761,North
3156,9/16/2017,178,Practical Books,215x265 Design,Hard,Chemistry,36,12392,West
3157,9/16/2017,69,A5 Notebooks,240x180 Design,Soft,Single Line,37,29065,West
3158,9/16/2017,179,Practical Books,215x265 Design,Hard,Biology,7,21738,East
3159,9/17/2017,192,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),17,31368,North
3160,9/17/2017,187,Drawing Book,170x245 Design,Drawing Book,small,54,16714,East
3161,9/17/2017,6,Small Notebooks,190x155 Design,Hard,Four lines,36,26344,Central
3162,9/17/2017,207,Project Paper,280x220 Design,Project Paper,Unruled,4,19017,Central
3163,9/17/2017,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,54,28648,Central
3164,9/17/2017,181,Practical Books,215x265 Design,Hard,Physics,59,21321,Central
3165,9/17/2017,12,Small Notebooks,190x155 Design,Soft,Single Line,43,13993,South
3166,9/18/2017,174,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,4,23624,Central
3167,9/18/2017,101,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,33,16297,West
3168,9/18/2017,108,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,19,18600,North
3169,9/18/2017,142,A4 Notebooks,297x210 Design,Soft,Single Line,60,11273,East
3170,9/18/2017,168,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,42,20904,North
3171,9/18/2017,135,A4 Notebooks,297x210 Design,Hard,Single Line,7,13577,East
3172,9/18/2017,130,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),6,30249,East
3173,9/18/2017,142,A4 Notebooks,297x210 Design,Soft,Single Line,39,32553,East
3174,9/18/2017,108,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,21,25225,West
3175,9/18/2017,40,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,5,10856,East
3176,9/18/2017,103,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,17,27529,North
3177,9/18/2017,18,Small Notebooks,190x155 Design,Soft,Medium Square,58,29832,East
3178,9/18/2017,131,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),15,22505,Central
3179,9/18/2017,137,A4 Notebooks,297x210 Design,Soft,Unruled,48,32136,South
3180,9/18/2017,64,A5 Notebooks,240x180 Design,Soft,Unruled,2,24809,Central
3181,9/19/2017,82,A5 Notebooks,240x180 Design,Soft,Four lines,7,17481,Central
3182,9/19/2017,28,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,28,27112,Central
3183,9/19/2017,73,A5 Notebooks,240x180 Design,Soft,Single Line,5,19785,West
3184,9/19/2017,207,Project Paper,280x220 Design,Project Paper,Unruled,60,29415,West
3185,9/19/2017,86,A5 Notebooks,240x180 Design,Soft,Four lines,45,14761,South
3186,9/19/2017,71,A5 Notebooks,240x180 Design,Soft,Single Line,41,24392,West
3187,9/19/2017,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,37,17064,South
3188,9/19/2017,13,Small Notebooks,190x155 Design,Soft,Single Line,22,33737,East
3189,9/19/2017,154,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Single Line,47,19368,East
3190,9/20/2017,21,Small Notebooks,190x155 Design,Soft,Maths Ruled,29,12041,North
3191,9/20/2017,200,Other Books,176x250 Design,B5 WIRO,Single Line,28,21671,West
3192,9/20/2017,114,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,52,14344,South
3193,9/21/2017,182,Practical Books,215x265 Design,Hard,Physics,27,31017,West
3194,9/21/2017,183,Practical Books,215x265 Design,Hard,Combined,24,16648,North
3195,9/21/2017,196,Premio Spiral book,210x170 Design,soft,Graph Book (1 inch sq.),39,25993,South
3196,9/21/2017,204,Spiral Book,240x180 Design,Spiral Book,Single Line,4,11624,West
3197,9/21/2017,49,Long (Soft),272x167 Design,Long (Soft),Unruled,31,28296,West
3198,9/21/2017,169,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,18,13927,North
3199,9/21/2017,181,Practical Books,215x265 Design,Hard,Physics,21,30600,Central
3200,9/21/2017,36,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,40,23273,Central
3201,9/21/2017,121,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,12,32903,North
3202,9/21/2017,41,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,57,25576,West
3203,9/21/2017,152,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,46,27880,East
3204,9/21/2017,35,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,52,20552,West
3205,9/21/2017,150,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),15,30183,East
3206,9/22/2017,44,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Single Line,42,22856,West
3207,9/23/2017,62,A5 Notebooks,240x180 Design,Soft,Unruled,43,15529,South
3208,9/23/2017,150,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),58,25159,Central
3209,9/23/2017,6,Small Notebooks,190x155 Design,Hard,Four lines,1,17832,East
3210,9/23/2017,125,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,18,10505,East
3211,9/23/2017,20,Small Notebooks,190x155 Design,Soft,Maths Ruled,45,12808,North
3212,9/23/2017,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,11,22439,South
3213,9/23/2017,150,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),57,15112,East
